,metric,139,709,110,660,579,95,429,817,229,1128,235,126,1144,453,133,41,347,382,211,805
0,acc,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,0.996875,1.0,0.984375,0.984375,0.9875,1.0,0.978125,1.0,0.984375,0.984375,1.0,1.0
1,prec,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9806949806949807,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9931972789115646,1.0,1.0
2,recall,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.8863636363636364,0.9642857142857143,0.0,0.0,0.7666666666666667,0.0,0.9479166666666666,0.9733333333333334,1.0,1.0
3,f1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9902534113060429,0.6666666666666666,1.0,0.9397590361445783,0.9818181818181818,0.0,0.0,0.8679245283018869,0.0,0.9732620320855615,0.9831649831649831,1.0,1.0
4,roc_auc,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.962121212121212,0.75,1.0,0.9431818181818181,0.9821428571428572,-1.0,-1.0,0.8833333333333333,-1.0,0.9739583333333333,0.9837254901960785,1.0,-1.0
