,metric,139,709,110,660,579,95,429,817,229,1128,235,126,1144,453,133,41,347,382,211,805,642,395,529,20,1175,156,35,813,174,180,191,194,965,966,714,208,851,224,1130,877,237,754,633,1018,1017
0,acc,0.9410615808823529,0.9878216911764706,0.9250919117647058,0.9920726102941176,0.9664522058823529,0.9464613970588235,0.9857536764705882,0.8685661764705882,0.9501378676470589,0.9468060661764706,0.9073988970588235,0.9430147058823529,0.880859375,0.9974724264705882,0.912109375,0.9191176470588235,0.8763786764705882,0.8552389705882353,0.9113051470588235,0.8653492647058824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,prec,0.5652173913043478,0.0,0.045180722891566265,0.0,0.020161290322580645,0.003125,0.0,0.375,0.045454545454545456,0.24,0.14028776978417265,0.359375,0.05454545454545454,0.0,0.01606425702811245,0.25327510917030566,0.1885245901639344,0.25,0.92439293598234,0.8935915829746532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,recall,0.025193798449612403,0.0,0.04285714285714286,0.0,0.09259259259259259,0.006756756756756757,0.0,0.002626970227670753,0.029197080291970802,0.013333333333333334,0.06435643564356436,0.04811715481171548,0.010112359550561797,0.0,0.007633587786259542,0.24267782426778242,0.08136792452830188,0.0056179775280898875,0.7251082251082251,0.9636410520887055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,f1,0.048237476808905375,0.0,0.04398826979472141,0.0,0.03311258278145695,0.004273504273504274,0.0,0.005217391304347826,0.03555555555555555,0.025263157894736845,0.08823529411764706,0.08487084870848709,0.017061611374407582,0.0,0.01034928848641656,0.24786324786324784,0.11367380560131796,0.010989010989010988,0.8127122755943716,0.9272952853598015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,roc_auc,0.5119862494934921,0.49596215966774343,0.5024556243373577,0.4980964467005076,0.5322500535217298,0.48473648964532556,0.5,0.5009828847435629,0.5046341273345976,0.5055157095549633,0.517421487764978,0.5215664791807179,0.4950740963353014,0.4997697444163021,0.48884124377088034,0.6005511659632129,0.5217812127733159,0.5014011046127979,0.8518409439585543,0.5124112433439308,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5,balanced_acc,0.511986249493492,0.49596215966774343,0.5024556243373577,0.4980964467005076,0.5322500535217298,0.48473648964532556,0.5,0.5009828847435629,0.5046341273345976,0.5055157095549633,0.517421487764978,0.521566479180718,0.49507409633530136,0.4997697444163021,0.4888412437708804,0.6005511659632129,0.5217812127733159,0.501401104612798,0.8518409439585543,0.5124112433439308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,prc_auc,0.32410035590639186,0.002068014705882353,0.06326295860964867,0.002068014705882353,0.05919173925170426,0.013385271760731319,0.5071231617647058,0.2542431726138354,0.05260614375561107,0.152172181372549,0.13489333433151557,0.22988348549409304,0.08293782248918465,0.0010340073529411765,0.04172024593659776,0.26877150348374995,0.1796957977872946,0.1989831615581626,0.8612280621629296,0.9448157660610912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7,class_freq,516.0,36.0,350.0,36.0,54.0,148.0,124.0,1142.0,274.0,450.0,606.0,478.0,890.0,18.0,524.0,478.0,848.0,1246.0,2310.0,7756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
